supplier_name,duns_number,region,country,debt_to_equity,current_ratio,altman_z_score,revenue,market_cap,on_time_delivery,order_volume,inflation_rate,currency_volatility,news_risk_score,bankruptcy_risk
Supplier_63,DUNS-100063,North America,Mexico,1.906758608684835,1.0014640605694836,2.789052017992937,186600085,6699137164,80.24703654670398,9230,2.807682710857334,0.036265194716996824,0.31549061779973886,0
Supplier_64,DUNS-100064,North America,Mexico,0.8845678417830224,1.4557300004388671,2.1053928130372177,2406714309,2418683783,81.62466208623489,1739,2.2482900490821454,-0.004812949865652016,0.3303082911206777,0
Supplier_65,DUNS-100065,Asia,Germany,1.6137299673020646,0.9622437784701898,1.924445723103498,2345331460,2188889500,83.94983884777452,6285,3.7028452400572838,0.025138351930655462,0.37948768421214907,0
Supplier_66,DUNS-100066,Europe,USA,2.153571377141214,1.1655790675599302,2.6705810480443386,1578971787,4447379098,80.50411187360257,8070,3.7622846662381955,0.017431896915809666,0.6015988382687256,0
Supplier_67,DUNS-100067,South America,Mexico,0.6962583827193862,1.351496183694137,2.671476599776106,4897937456,3651073939,83.44727326670615,1352,1.1262374080139284,0.03638112749547641,0.24147525637552592,0
Supplier_68,DUNS-100068,North America,China,1.592316929266152,1.4597265582510364,2.1451397772402094,1431187482,5866097767,91.07778965842415,4303,3.857221044865477,0.035010388400044605,0.5656001242212577,0
Supplier_69,DUNS-100069,South America,China,1.6299413971242118,0.839911077883267,2.170273186067174,446385049,5371432325,88.00706646125747,8463,6.752547319290664,0.023655067348266928,0.34318610985144604,1
Supplier_70,DUNS-100070,Europe,Germany,1.8909114358886552,1.0996496292477154,2.6624349561503453,2116503726,9926582873,96.96076251046253,9750,3.7044311840632567,0.004202769292882033,0.46111323019720507,1
Supplier_71,DUNS-100071,Europe,Mexico,0.881524644560959,1.057516406651713,1.4863409609518732,3004012885,7036158570,95.53142767303038,3649,0.45148919273449817,0.014261105176648668,0.4795243199357837,0
Supplier_72,DUNS-100072,Europe,USA,0.8397716934578618,1.0040012302278865,1.5147753579364114,2247550135,697499495,86.49452968225964,4297,3.266063087759319,0.015356089233862617,0.32370918231336065,0
Supplier_73,DUNS-100073,North America,China,1.7609707828084489,1.729636272084329,1.9970890451232948,1670430895,4827876817,84.92904523519456,7109,0.25377693870947304,0.006735452055465352,0.40756912312348315,0
Supplier_74,DUNS-100074,Europe,Mexico,1.6484923366165931,1.3214945132882867,2.350586993801707,61145552,1199578336,87.21415575517807,6767,7.751057508096239,0.0315458428185937,0.3478187047886182,0
Supplier_75,DUNS-100075,North America,Mexico,1.6252464251729384,0.8217348136994864,2.717635295918603,412997767,7707446512,91.21560390778134,2422,6.353512030476711,0.00546573502725594,0.14147967171197168,0
Supplier_76,DUNS-100076,Europe,Germany,1.673224104748488,1.4753585841164327,3.5327493518646866,2615289826,4690983048,85.09320917563466,9928,2.0010922758069056,0.03965327508453712,0.36229923329009595,0
Supplier_77,DUNS-100077,South America,China,1.1599876392107547,1.8366468591037899,3.1003617362414135,4285941555,4727058738,91.85882924913355,4190,-0.36850079849075446,0.039628226340454584,0.15843603553213131,1
Supplier_78,DUNS-100078,South America,China,1.6161268485805018,1.509739578165344,2.388043029025601,2354639278,547737293,87.77882139163357,7060,1.6824432193608236,0.016149397381404938,0.3430124794481929,0
Supplier_79,DUNS-100079,Asia,USA,1.6465362366493406,0.744189010213796,2.486688654468118,4018729143,8306334730,90.48889643618763,3104,2.7285138915904144,0.023284953701298162,0.45575103989906907,1
Supplier_80,DUNS-100080,South America,China,1.142824290986816,1.0547297781401246,1.7982294447535339,2331769037,9217402880,88.28640405357102,5236,0.357204386940392,0.01927716521929576,0.4476489396061004,1
Supplier_81,DUNS-100081,Asia,USA,2.4328872555723784,1.5800733447559867,2.487040804805327,317754137,5408175972,85.59484943129644,429,2.8964662275056585,0.029018248003616902,0.49757276740499223,0
Supplier_82,DUNS-100082,South America,China,1.7369164604558938,0.9876991603143658,2.2979389527559033,4979501882,810905177,98.02061283228097,3740,2.7186320035946228,0.03274677338564759,0.15715690477277577,1
Supplier_83,DUNS-100083,North America,Germany,0.9043482513986757,1.3331458284438684,2.7259029922366627,4916700146,5195209379,94.50851008903545,8082,3.1877320455943328,0.022579969921200663,0.4912739473182627,0
Supplier_84,DUNS-100084,South America,China,1.8282768043169149,1.432390216028801,1.920938339513374,3001353346,7991962838,82.6621503395626,4207,3.34446776540697,0.024691167097810628,0.28728883401786826,0
Supplier_85,DUNS-100085,Asia,USA,1.0126591648863392,0.921920858526575,2.8635425599688205,3676845078,1526557952,96.50089154206034,1441,1.5515736001842726,0.013793957360604837,0.3394275676822667,0
Supplier_86,DUNS-100086,Asia,USA,1.893542301871226,1.1821423931814599,3.5729172391018045,180876923,9666591346,89.26119276674076,8507,1.7198789403755186,0.024367139668903384,0.6147917523536234,0
Supplier_87,DUNS-100087,Europe,Germany,2.079297789503702,0.22761979797927823,2.4238678960802,3774659985,1729105582,96.99649231098773,438,3.068388246705075,0.02162762078923981,0.10541824247773016,0
Supplier_88,DUNS-100088,North America,China,1.0896588408241448,0.8926837075997129,2.781198205469259,1755805682,3296527924,95.19724986299899,5995,2.053511805189079,0.010882055112486431,0.4530475800043633,0
Supplier_89,DUNS-100089,South America,China,1.9816880646221608,1.124229554582052,2.983100794197779,500409663,982958537,88.07905658491543,2808,4.361242152625883,0.019859628906568887,0.4592283880600645,0
Supplier_90,DUNS-100090,Europe,Germany,1.7063904634682492,0.8256650454105452,2.219145669679915,3217131254,2692964249,80.42691685808224,1850,3.0538418246515495,0.01616817482013927,0.33799586580613716,0
Supplier_91,DUNS-100091,South America,China,1.911030079997245,1.6897233911794904,2.6568647372672918,832903323,590774306,85.10486982831398,5704,5.797504850996211,0.013905044181819414,0.24221671426500171,0
Supplier_92,DUNS-100092,South America,China,2.4483964913269736,0.7709575866118101,2.5088146805472564,3660821904,3808782169,90.29105007855647,2521,4.2307236574068385,0.008535087924004321,0.24080442295693066,0
Supplier_93,DUNS-100093,Europe,USA,1.3773059419985647,1.0679866539909049,2.5683732689841823,433129685,6395134086,92.0360861766968,7219,4.655570804085897,0.02062502733249476,0.6302258017964515,0
Supplier_94,DUNS-100094,Europe,China,1.1231319178212553,1.2392221731858273,1.9588931513011736,1522859660,6460146394,84.89986602323084,9001,3.1988491019471788,0.012195259936746566,0.3652146242697145,0
Supplier_95,DUNS-100095,Europe,China,1.0552427851872384,1.6323819867198346,2.51715712198126,2836672872,8339700314,82.64776540738366,5419,3.236042251935445,0.015288918276973006,0.2985336177935032,0
Supplier_96,DUNS-100096,Europe,Germany,1.0920948575172809,0.7692413546461682,2.848598803871815,2109789457,2621438847,95.86367449918669,6709,5.596980869863765,0.03075124275217289,0.36926654429884187,0
Supplier_97,DUNS-100097,Europe,Germany,1.461449145292948,1.5489491256464878,3.5158005254565294,2559117667,8831009978,98.7036414333675,5487,2.432560674694456,0.02632116101268378,0.5016342408756168,0
Supplier_98,DUNS-100098,South America,Mexico,1.670575987408322,1.2030699183058762,3.171489578259645,3214628437,9756059061,89.98811346375103,4093,3.8201690312478593,0.010212333521387465,0.18745394094685103,0
Supplier_99,DUNS-100099,Europe,USA,1.6383453996650095,0.9055474046856147,4.007227720258089,2474330987,9400808883,83.26190643111777,8780,2.6006437017578135,0.02351891067906436,0.36966030112824266,0
Supplier_100,DUNS-100100,North America,China,1.9135916245180118,1.338631042278981,1.9628567059783655,1676816041,4540477172,85.17383920386801,8144,2.5970459124190457,0.021327806982641553,0.4527306226662322,0
